Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Holor Media,https://www.crunchbase.com/funding_round/holor-media-seed--25ed0784,Holor Media,https://www.crunchbase.com/organization/holor-media,Seed,,,,2016-06-21,,,,Holor Media is a provider of augmented and virtual reality technologies intended to be used for video creation.,Virtual Reality,"San Francisco, California, United States, North America",http://www.holor.com/,,Seed,"451 Media Group, 500 Startups, Sky Light Holdings, WI Harper Group"
Pre Seed Round - CENOS,https://www.crunchbase.com/funding_round/cenos-pre-seed--40fc2e66,CENOS,https://www.crunchbase.com/organization/cenos,Pre-Seed,312000,EUR,338411,2020-02-21,,,,CENOS democratizes engineering simulation software to be used at production plants and SMBs,"CAD, Industrial Engineering, Information Technology, Simulation, Software","Riga, Riga, Latvia, Europe",https://www.cenos-platform.com/,Less than $1M,Seed,"500 Startups, Indrikis Liepa, Lauris Liepa, Nicolai Torgersen, Povilas Urbonas, Siena Capital, Startup Wise Guys, Sverre Bisgaard, Uldis Sipols"
Seed Round - Astronomer,https://www.crunchbase.com/funding_round/astronomer-seed--f4a6f069,Astronomer,https://www.crunchbase.com/organization/astronomer,Seed,1900000,USD,1900000,2017-07-12,,,,"Astronomer helps organizations adopt Apache Airflow, an open-source data workflow orchestration platform.","Analytics, Big Data, Cloud Computing, Data Integration, Enterprise Software","Cincinnati, Ohio, United States, North America",https://www.astronomer.io/,$1M to $10M,Early Stage Venture,"500 Startups, AngelPad, First Ascent Ventures, Frontline Ventures, Social Starts"
Seed Round - Ink,https://www.crunchbase.com/funding_round/inkcloud-me-seed--1e7134c6,Ink,https://www.crunchbase.com/organization/inkcloud-me,Seed,6650000,USD,6650000,2017-04-12,,,,"The new way to create and get things done. The print shop, reborn. Celebrating empathy, love, passion, and creativity.",Information Technology,"San Francisco, California, United States, North America",https://ink.me/,$1M to $10M,Seed,"500 Startups, Andrew Preston, Base Ventures, Daniel Curran, David Spreng, G-Bar Ventures, Greg Silverman, Haroon Mokhtarzada, IT-Farm, Jeff Cunningham, Jonathan Manzi, Loren Bendele, Nelnet, Sam Naficy, Sundeep Ahuja, Talmadge O'Neill, VTF Capital"
Seed Round - 9GAG,https://www.crunchbase.com/funding_round/9gag-seed--631f0687,9GAG,https://www.crunchbase.com/organization/9gag,Seed,2800000,USD,2800000,2012-07-31,,,,9GAG.TV is a website that features user-generated videos under various categories.,"Internet, Social Media, Video","Tsuen Wan, New Territories, Hong Kong, Asia",http://9gag.com,$1M to $10M,Seed,"500 Startups, David Tisch, First Round Capital, Freestyle Capital, Greycroft, Lowercase Capital, Scott Banister, True Ventures"
Seed Round - Trash Warrior,https://www.crunchbase.com/funding_round/trash-warrior-seed--9190c12d,Trash Warrior,https://www.crunchbase.com/organization/trash-warrior,Seed,2000000,USD,2000000,2020-12-31,,,,"Trash Warrior is a tech-enabled platform for B2B waste management solutions. Clients include Amazon, Tuft & Needle, Holiday Inn, etc.","Information Technology, Internet, Mobile Apps, Software, Waste Management","San Francisco, California, United States, North America",https://www.trashwarrior.com/,,Seed,"500 Startups, AltaIR Capital, Mentors Fund, Sand Hill Angels, Yun-Fang Juan"
Venture Round - Trusted Insight,https://www.crunchbase.com/funding_round/trusted-insight-series-unknown--6bfea6c1,Trusted Insight,https://www.crunchbase.com/organization/trusted-insight,Venture - Series Unknown,2700000,USD,2700000,2013-08-21,,,,"Trusted Insight is an LP network that provides institutional investors with curated news, jobs, rankings, events, and a forum.","Finance, Hedge Funds, Private Social Networking, Venture Capital","New York, New York, United States, North America",http://www.thetrustedinsight.com,Less than $1M,Early Stage Venture,"500 Startups, Alexis Ohanian, DCVC, DN Capital, Dr. E. Bora Uygun, Entrepreneurs Fund, Eric Chen, Founders Fund, Garry Tan, Initialized Capital, Lauder Partners, Marleen Groen, Oakhouse Partners, Real Ventures, RRE Ventures, The Entrepreneurs' Fund, Vectr"
Seed Round - Turing.com,https://www.crunchbase.com/funding_round/turing-seed--2b3d9a41,Turing.com,https://www.crunchbase.com/organization/turing,Seed,14000000,USD,14000000,2020-08-25,,,,"US companies can, with Turing, hire top remote developers, while talented engineers can enjoy long-term, full-time roles with top firms.","Artificial Intelligence, Developer Platform, Freelance, Human Resources, Information Technology, Machine Learning, Mobile Apps, Recruiting, Software, Software Engineering","Palo Alto, California, United States, North America",https://turing.com/Qr9bk7,Less than $1M,Early Stage Venture,"500 Startups, Adam D’Angelo, AltaIR Capital, Alumni Ventures Group, Brainstorm Ventures, Clark Landry, Foundation Capital, Founders Fund, James Conigliaro, Mindset Ventures, Peak State Ventures, Siqi Chen, StartX (Stanford-StartX Fund), Visary Capital"
Seed Round - Level,https://www.crunchbase.com/funding_round/level-therapy-group-inc-seed--7c490b32,Level,https://www.crunchbase.com/organization/level-therapy-group-inc,Seed,603800,USD,603800,2017-01-15,,,,Level is a mental healthcare solution delivered to employees anywhere via the Level app.,Health Care,"Los Angeles, California, United States, North America",https://www.trylevel.com,$1M to $10M,Seed,"500 Startups, Jumpstart Foundry, Ron Moelis, SeedInvest, Stonewood Investors"
Seed Round - Dhad,https://www.crunchbase.com/funding_round/dhad-seed--449a5559,Dhad,https://www.crunchbase.com/organization/dhad,Seed,480000,USD,480000,2018-01-01,,,,Dhad is an audio publishing house that produces and publishes books.,Publishing,"Riyadh, Ar Riyad, Saudi Arabia, Asia",http://www.dhad.sa/,,,"500 Startups, Oqal, Raed Ventures, Saudi Venture Capital, Vision Ventures"
Series A - ALWANS,https://www.crunchbase.com/funding_round/alwans-series-a--fbc349d0,ALWANS,https://www.crunchbase.com/organization/alwans,Series A,4000000,USD,4000000,2017-09-16,,,,A leading saudi company with diverse interests and capabilities.,,"Khaibar, Asir Province, Saudi Arabia, Asia",http://www.alwans.com,$1M to $10M,Early Stage Venture,"500 Startups, Naseel, Raed Ventures, Riyad TAQNIA Fund (RTF)"
Series A - Pipefy,https://www.crunchbase.com/funding_round/pipefy-series-a--b146dfe5,Pipefy,https://www.crunchbase.com/organization/pipefy,Series A,16000000,USD,16000000,2018-03-27,,,,"Pipefy specializes in the fields of process management, workflow, process automation, and task management.","Information Technology, SaaS, Sales Automation, Software, Task Management","San Francisco, California, United States, North America",http://www.pipefy.com,$1M to $10M,Early Stage Venture,"500 Startups, Alexander Aghassipour, Asymmetry Ventures, Diego Gomes, Founders Fund, Morten Primdahl, ONEVC, OpenView, Redpoint eventures, Trinity Ventures, Valor Capital Group"
Seed Round - Vault Dragon,https://www.crunchbase.com/funding_round/vault-dragon-seed--e92cc8d0,Vault Dragon,https://www.crunchbase.com/organization/vault-dragon,Seed,960000,USD,960000,2014-09-01,,,,"VaultDragon, an integrated urban storage company, offers on-demand storage that can be managed through web and mobile applications.","Medical, Software","Singapore, Central Region, Singapore, Asia",http://www.vaultdragon.com,$1M to $10M,Early Stage Venture,"500 Startups, Golden Gate, JFDI.Asia, Jungle Ventures, Singapore Angel Network"
Series A - Peatix,https://www.crunchbase.com/funding_round/peatix-series-a--c7bdd0f5,Peatix,https://www.crunchbase.com/organization/peatix,Series A,4000000,USD,4000000,2013-06-26,,,,"Peatix is a event registration platform that provides organizers with the tools to create, promote, and sell out events.","E-Commerce, Event Management, SaaS","New York, New York, United States, North America",http://peatix.com,$1M to $10M,Late Stage Venture,"500 Startups, Akiko Fujikawa, DG Ventures, DNX Ventures, Eight Roads Ventures, Emi Takemura, ITOCHU Technology Ventures, SunBridge Global Ventures, Taku Harada, ZenShin Capital"
Seed Round - Level Family Therapy,https://www.crunchbase.com/funding_round/level-therapy-general-seed--982fcaba,Level Family Therapy,https://www.crunchbase.com/organization/level-therapy-general,Seed,603800,USD,603800,2017-01-15,,,,Level Family Therapy provides therapy sessions to individual patients.,"Health Care, Psychology, Wellness","San Francisco, California, United States, North America",,Less than $1M,Seed,"500 Startups, Jumpstart Foundry, Ron Moelis, SeedInvest, Stonewood Investors"
Seed Round - Top-E University,https://www.crunchbase.com/funding_round/tope-university-seed--b441a03d,Top-E University,https://www.crunchbase.com/organization/tope-university,Seed,,,,2020-11-12,,,,Online University taught by top entrepreneurs and C-level,"Education, Higher Education, Information Technology, Internet","Mexico City, Distrito Federal, Mexico, North America",https://www.topeuniversity.com,,Seed,"500 Startups, ARK FUND, K50 Ventures, Pi Campus"
Series B - Lingokids,https://www.crunchbase.com/funding_round/lingokids-series-b--884cee1d,Lingokids,https://www.crunchbase.com/organization/lingokids,Series B,10000000,USD,10000000,2020-10-07,,,,Helping families around the world raise amazing kids.,"Children, Digital Media, Education, Family, Language Learning, Parenting, Training","Madrid, Madrid, Spain, Europe",https://www.lingokids.com/,Less than $1M,Early Stage Venture,"500 Startups, All Iron Ventures, Athos Capital, HV Capital, JME Ventures, Ravensburger"
Series A - FIDEL API,https://www.crunchbase.com/funding_round/fidel-series-a--8955b1bb,FIDEL API,https://www.crunchbase.com/organization/fidel,Series A,18000000,USD,18000000,2019-09-25,,,,"Fidel is a payments API platform for developers, providing tools to build powerful, real-time products on top of payment cards.","Developer APIs, FinTech","London, England, United Kingdom, Europe",https://fidel.uk,$1M to $10M,Early Stage Venture,"500 Startups, Citi Ventures, Commerce Ventures, Cristóbal Conde, Elefund, Horizons Ventures, Jonathan Weiner, Nyca Partners, QED Investors, RBC Ventures, Taavet Hinrikus"
Seed Round - AppStack,https://www.crunchbase.com/funding_round/appstack-bc75-seed--f710553b,AppStack,https://www.crunchbase.com/organization/appstack-bc75,Seed,15000000,USD,15000000,2012-03-28,,,,AppStack  is a mobile and web ad optimization company and is also a reselller of Google ads.,"Advertising, Web Apps, Web Design, Web Development","Temecula, California, United States, North America",http://appstack.com/,,Seed,"500 Startups, Expansion Venture Capital, GV, Western Technology Investment"
Seed Round - La Reina,https://www.crunchbase.com/funding_round/la-reina-seed--762e870d,La Reina,https://www.crunchbase.com/organization/la-reina,Seed,,,,2020-09-28,,,,La Reina is an online rental service for designer wedding and evening gowns and accessories.,"Fashion, Jewelry, Retail, Wearables, Wedding","Cairo, Al Qahirah, Egypt, Africa",https://www.lareinagowns.com/,Less than $1M,Seed,"500 Startups, Algebra Ventures"
Seed Round - RiseUp,https://www.crunchbase.com/funding_round/riseup-moments-seed--6743292b,RiseUp,https://www.crunchbase.com/organization/riseup-moments,Seed,,,,2018-12-09,,,,RiseUp offers a platform that helps users make good financial decisions.,"Finance, Financial Services, FinTech, Mobile Apps","Tel Aviv, Tel Aviv, Israel, Asia",https://www.riseup.co.il,,Seed,"500 Startups, Enara Capital, Endure Capital, Kamelizer"
Seed Round - Buseet,https://www.crunchbase.com/funding_round/buseet-seed--490424c4,Buseet,https://www.crunchbase.com/organization/buseet,Seed,920000,USD,920000,2018-09-25,,,,"Buseet is a planned commute aggregator, operating shared vehicles to transport daily commuters thru tech","Ride Sharing, Transportation","Cairo, Al Qahirah, Egypt, Africa",https://buseet.com/,$1M to $10M,Seed,"500 Startups, Ahmed Farrag, Amr Al Esawy, Ashraf Koheil, Cairo Angels, Gustavo Fuchs, Hala Ventures, Hatem Dowidar, Jabbar Internet Group, Khaled Abdellatif, Vision Ventures"
Seed Round - Avatao,https://www.crunchbase.com/funding_round/avatao-com-seed--b255c70c,Avatao,https://www.crunchbase.com/organization/avatao-com,Seed,900000,USD,900000,2018-10-01,,,,"Interactive, job-relevant security training with real-life security labs to increase the security skills of development teams","Cyber Security, E-Learning, Software, Software Engineering, Training","Budapest, Budapest, Hungary, Europe",https://www.avatao.com,Less than $1M,Seed,"500 Startups, FastVentures, Marton Hegedus, Microsec, Speedinvest"
Pre Seed Round - Speero,https://www.crunchbase.com/funding_round/speero-pre-seed--365dd6d8,Speero,https://www.crunchbase.com/organization/speero,Pre-Seed,,,,2019-03-18,,,,Automotive Spare part Market place,Automotive,"Riyadh, Ar Riyad, Saudi Arabia, Asia",https://speero.net,,Seed,"500 Startups, Derayah Financial, Impact46, Misk 500 MENA Accelerator"
Pre Seed Round - Telgani,https://www.crunchbase.com/funding_round/telgani-pre-seed--fc9124fe,Telgani,https://www.crunchbase.com/organization/telgani,Pre-Seed,200000,USD,200000,2018-01-01,,,,Telgani is a leading car rental platform in which customers can quickly and easily rent car at a very competitive price.,"Apps, Car Sharing, Mobile Apps, Rental","Riyadh, Ar Riyad, Saudi Arabia, Asia",https://telgani.com/,,Seed,"500 Startups, BADIR, Misk 500 MENA Accelerator"
Seed Round - HamsaPay,https://www.crunchbase.com/funding_round/hamsapay-seed--337880d5,HamsaPay,https://www.crunchbase.com/organization/hamsapay,Seed,5700000,USD,5700000,2020-03-01,14000000,USD,14000000,HamsaPay provides solutions for the B2B e-commerce payments market.,"E-Commerce, Finance, Financial Services, FinTech, Payments","San Francisco, California, United States, North America",http://www.hamsapay.com/,,Seed,"500 Startups, Greycroft, Relevance Ventures (formerly Relevance Capital)"
Seed Round - Conicle,https://www.crunchbase.com/funding_round/conicle-seed--7a4643e5,Conicle,https://www.crunchbase.com/organization/conicle,Seed,900000,USD,900000,2020-01-01,,,,"Conicle's Mission is to Empower People to Learn and Teach Things Better with Innovation, Creativity, and Inspiration.",Education,"Bangkok, Krung Thep, Thailand, Asia",https://conicle.com/,,Early Stage Venture,"500 Startups, Humanica, Stormbreaker Ventures"
Seed Round - Exitround,https://www.crunchbase.com/funding_round/exitround-seed--db1f2237,Exitround,https://www.crunchbase.com/organization/exitround,Seed,,,,2013-08-26,,,,Exitround is a private marketplace for founders to discreetly explore strategic acquisition opportunities.,"Information Technology, Marketplace, Web Hosting","San Francisco, California, United States, North America",http://exitround.com,Less than $1M,Seed,"500 Startups, ACME Capital, RightVentures, Shervin Pishevar, Techstars, Techstars Ventures"
Seed Round - Come Bien,https://www.crunchbase.com/funding_round/come-bien-seed--7315f36d,Come Bien,https://www.crunchbase.com/organization/come-bien,Seed,1200000,USD,1200000,2020-12-07,,,,Come Bien is a Mexican food subscription service that delivers customized healthy foods to businesses and individuals.,"E-Commerce, Food and Beverage, Food Delivery, Nutrition, Restaurants","Mexico City, Distrito Federal, Mexico, North America",http://www.comebien.mx,,Seed,"500 Startups, GAM-SWT"
Pre Seed Round - doc-doc,https://www.crunchbase.com/funding_round/doc-doc-pre-seed--21fa7a88,doc-doc,https://www.crunchbase.com/organization/doc-doc,Pre-Seed,500000,USD,500000,2020-09-07,,,,doc-doc is a Primary health care telemedicine service focused on specialists.,"Health Care, Health Insurance, InsurTech, Medical","Bogotá, Distrito Especial, Colombia, South America",http://www.doc-doc.com,$1M to $10M,Seed,"500 Startups, Gilles Blanchard, Seedstars, Start-Up Chile, StartUp Health"
Series A - Burner,https://www.crunchbase.com/funding_round/ad-hoc-labs-2-series-a--7914759a,Burner,https://www.crunchbase.com/organization/ad-hoc-labs-2,Series A,2000000,USD,2000000,2013-10-21,,,,"Burner is a mobile application and service that enables users to obtain temporary, disposable numbers for voice and SMS communication.","Contact Management, iOS, Mobile, Telecommunications","Los Angeles, California, United States, North America",http://burnerapp.com,Less than $1M,Early Stage Venture,"500 Startups, David Cohen, Founder Collective, Haystack, Miramar Ventures, Nelstone Ventures, Ted Rheingold, TenOneTen Ventures, Venrock"
Seed Round - AWSM Bank,https://www.crunchbase.com/funding_round/awsm-brand-management-seed--6e83917a,AWSM Bank,https://www.crunchbase.com/organization/awsm-brand-management,Seed,,,,2020-08-05,,,,AWSM Bank teaches teens and their parents financial literacy by intertwining video content with actual full-service banking.,"Banking, Financial Services","New York, New York, United States, North America",https://awsmbank.com/,,Seed,"500 Startups, Efim Kogan"
Series A - Vungle,https://www.crunchbase.com/funding_round/vungle-series-a--37d22717,Vungle,https://www.crunchbase.com/organization/vungle,Series A,6500000,USD,6500000,2013-08-01,,,,Vungle transforms how people discover and experience apps that delivers the highest value users through engaging video ads.,"Advertising, Developer Tools, Mobile, Mobile Advertising, Video","San Francisco, California, United States, North America",http://www.vungle.com,$100M to $500M,M&A,"500 Startups, AngelPad, Aol Ventures, Crosslink Capital, Draper Associates, GV, SV Angel, Webb Investment Network"
Seed Round - Algolia,https://www.crunchbase.com/funding_round/algolia-seed--7aa26074,Algolia,https://www.crunchbase.com/organization/algolia,Seed,1500000,USD,1500000,2013-10-01,,,,Algolia is the Search-as-a-Service platform that enables companies to deliver fast and relevant digital experiences that drive real results.,"Cloud Computing, Developer APIs, Developer Platform, Product Search, SaaS, Search Engine, Semantic Search, Software, Vertical Search","San Francisco, California, United States, North America",https://www.algolia.com,$10M to $50M,Late Stage Venture,"500 Startups, Alven, Ilan Abehassera, Index Ventures, LocalGlobe, Point Nine, Thibaud Elziere"
Series A - Chipper Cash,https://www.crunchbase.com/funding_round/chipper-cash-series-a--88446010,Chipper Cash,https://www.crunchbase.com/organization/chipper-cash,Series A,13800000,USD,13800000,2020-06-16,,,,Chipper Cash is a fintech platform that offers cross-border money transfer services through mobile.,"Financial Services, FinTech, Mobile Apps, Mobile Payments, Payments","San Francisco, California, United States, North America",https://www.chippercash.com/,Less than $1M,Early Stage Venture,"500 Startups, Catalyst Fund, Deciens Capital, Liquid 2 Ventures, One Way Ventures, Raptor Group, TEN13, Transition Level Investments"
Venture Round - NestReady,https://www.crunchbase.com/funding_round/nestready-series-unknown--403a9a36,NestReady,https://www.crunchbase.com/organization/nestready,Venture - Series Unknown,5700000,USD,5700000,2018-09-24,,,,A financial technology company that partners with mortgage lenders to offer a seamless digital homebuying experience for their clients,"Financial Services, FinTech, Insurance, Real Estate","New Castle, Delaware, United States, North America",https://nestready.co/,$1M to $10M,,"500 Startups, BDC Capital Corporation, BDC Venture Capital, National Bank of Canada, National Bank of Canada | NAventures, NXT Ventures, Peter Aceto, Seven Seas Partners, Stage 1 Ventures, Techstars"
